Adresse,Post nr.,Pris,År,Størrelse (m2),Værelser,Toiletter,Handel
"Kongensgade 69E, 3. th.",5000 Odense C,4300000.0,2021,149,4,1,Fri handel
Lotusvej 48,"Sanderum, 5250 Odense SV",900000.0,2021,57,2,1,Fri handel
"Buchwaldsgade 61A, 1. th.",5000 Odense C,1407000.0,2021,57,2,1,Fri handel
Næsbyhave 59,"Næsby, 5270 Odense N",1050000.0,2021,82,2,1,Fri handel
Borsvinget 21D,"Bullerup, 5320 Agedrup",1445000.0,2021,101,4,2,Fri handel
Rulkedalen 6,"Stenløse, 5260 Odense S",2799000.0,2021,130,4,2,Fri handel
Markhaven 11,"Bullerup, 5320 Agedrup",2595000.0,2021,145,3,2,Fri handel
Dorrits Allé 10,"Dyrup, 5250 Odense SV",3250000.0,2021,130,5,2,Fri handel
Duedalen 3B,5240 Odense NØ,2450000.0,2021,154,4,2,Fri handel
Rådyrløkken 105,"Slukefter, 5210 Odense NV",2095000.0,2021,110,4,1,Fri handel
Præstevej 54,"Korup, 5210 Odense NV",2407500.0,2021,133,4,2,Fri handel
Kalørvej 80,"Ejlstrup, 5200 Odense V",1070000.0,2021,150,3,1,Fri handel
Skovduevænget 17,"Snestrup, 5210 Odense NV",2775000.0,2021,138,4,1,Fri handel
Hindbærvej 9,"Hjallese, 5260 Odense S",2495000.0,2021,104,4,1,Fri handel
Sanderumvej 153A,"Sanderum, 5250 Odense SV",5500000.0,2021,296,7,2,Fri handel
"Østerbæksvej 18, 1. tv.",5230 Odense M,2215000.0,2021,81,3,2,Fri handel
Skrænten 35,"Næsby, 5270 Odense N",1195000.0,2021,79,3,1,Fri handel
Langelinie 49,5230 Odense M,15150000.0,2021,289,9,2,Fri handel
Slørhatten 3,"Tornbjerg, 5220 Odense SØ",2200000.0,2021,115,4,1,Fri handel
Broby Kirkevej 7,"Næsbyhoved-Broby, 5270 Odense N",1450000.0,2021,129,4,1,Fri handel
Rørhatten 36,"Tornbjerg, 5220 Odense SØ",3750000.0,2021,161,6,2,Fri handel
Kragemosen 39,"Sanderum, 5250 Odense SV",2995000.0,2021,116,4,1,Fri handel
Fuglebakken 18,"Snestrup, 5210 Odense NV",1935000.0,2021,104,3,1,Fri handel
"Kronprinsensgade 1A, 1. mf.",5000 Odense C,5395000.0,2021,125,3,2,Fri handel
Nordskovvej 9,5230 Odense M,3300000.0,2021,111,4,2,Fri handel
Guldrankevej 100,5200 Odense V,2995000.0,2021,114,3,2,Fri handel
Rugmarken 44,"Hjallese, 5260 Odense S",2550000.0,2021,109,4,2,Fri handel
"Munkebjergvej 48, st.",5000 Odense C,2995000.0,2021,100,3,2,Fri handel
Ejby Kirkevej 52,5220 Odense SØ,2445000.0,2021,127,3,2,Fri handel
Thor Langes Vej 10,5230 Odense M,6237500.0,2021,183,7,2,Fri handel
"Munkebjergvej 48, 1.",5000 Odense C,2995000.0,2021,90,3,1,Fri handel
"Hverringevej 1, st. 9.",5230 Odense M,1500000.0,2021,48,2,1,Fri handel
Flintagergårdvej 71,"Bellinge, 5250 Odense SV",961490.0,2021,174,4,2,Fri handel
Jagtvej 78,5000 Odense C,6600000.0,2021,170,6,2,Fri handel
Stigevej 260,"Stige, 5270 Odense N",1750000.0,2021,90,3,1,Fri handel
Kirkelundvej 41,"Bellinge, 5250 Odense SV",2445000.0,2021,120,4,2,Fri handel
"Dankvart Dreyers Vej 28, st.",5230 Odense M,1795000.0,2021,87,3,1,Fri handel
Julagervænget 79,"Hjallese, 5260 Odense S",3395000.0,2021,199,6,2,Fri handel
Hjejlebakken 5,"Snestrup, 5210 Odense NV",2395000.0,2021,128,5,2,Fri handel
Møllevej 14,"Skt Klemens, 5260 Odense S",2050000.0,2021,192,6,2,Fri handel
"Fengersvej 3, 2.",5230 Odense M,1835000.0,2021,81,3,1,Fri handel
"Dankvart Dreyers Vej 28, 1.",5230 Odense M,1795000.0,2021,87,3,1,Fri handel
"Johannevej 23, 1.",5000 Odense C,1995000.0,2021,85,3,1,Fri handel
Lundekærsvej 78,"Bellinge, 5250 Odense SV",2325000.0,2021,161,6,2,Fri handel
Ejlstrupvej 231A,"Ejlstrup, 5200 Odense V",323000.0,2021,120,3,1,Fri handel
"Johannevej 23, st.",5000 Odense C,1995000.0,2021,87,3,1,Fri handel
Rugårdsvej 365,"Villestofte, 5210 Odense NV",1200000.0,2021,81,3,2,Fri handel
Rahbeksvej 24,5230 Odense M,5500000.0,2021,144,6,2,Fri handel
Bogensevej 381,"Næsbyhoved-Broby, 5270 Odense N",1425000.0,2021,248,6,2,Fri handel
"Danmarksgade 5, 2.",5000 Odense C,5375000.0,2021,73,3,1,Fri handel
"Danmarksgade 5, st.",5000 Odense C,5375000.0,2021,84,4,1,Fri handel
Sigurd Rings Vej 34,"Bolbro, 5200 Odense V",3250000.0,2021,157,6,2,Fri handel
"Danmarksgade 5, 1.",5000 Odense C,5375000.0,2021,88,4,1,Fri handel
"Floravænget 46, 1.","Dalum, 5250 Odense SV",880000.0,2021,58,2,1,Fri handel
Guldrankevej 90,5200 Odense V,2995000.0,2021,114,3,2,Fri handel
Poppelvej 69,5230 Odense M,3445000.0,2021,106,3,2,Fri handel
Mågebakken 33,"Sanderum, 5250 Odense SV",2600000.0,2021,140,5,2,Fri handel
Jagtvej 35,5000 Odense C,3050000.0,2021,122,3,1,Fri handel
Havremarken 23,"Hjallese, 5260 Odense S",3400000.0,2021,129,5,2,Fri handel
Poul Nielsens Vænge 40,"Bellinge, 5250 Odense SV",1770000.0,2021,96,4,1,Fri handel
Godthåbsgade 13,5000 Odense C,3187500.0,2021,89,3,1,Fri handel
"Bredstedgade 38, 1. 5.",5000 Odense C,1611001.0,2021,63,2,1,Fri handel
"Floravænget 13, 2. mf.","Dalum, 5250 Odense SV",665000.0,2021,43,1,1,Fri handel
"Guldrankevej 1, 2. 4.",5200 Odense V,2265000.0,2021,80,2,1,Fri handel
Vægtens Kvarter 295,"Holluf Pile, 5220 Odense SØ",1465000.0,2021,76,3,1,Fri handel
"Nørrevoldgade 7, 1. th.",5000 Odense C,1920000.0,2021,89,3,1,Fri handel
Østbirkvej 3,"Seden, 5240 Odense NØ",2375000.0,2021,135,5,3,Fri handel
"Louisevænget 14, st. 20.","Næsby, 5270 Odense N",435000.0,2021,29,1,1,Fri handel
Lindeallé 9,5230 Odense M,8000000.0,2021,162,6,1,Fri handel
Demantsvænget 26,"Hjallese, 5260 Odense S",3900000.0,2021,165,5,3,Fri handel
Tranehøjen 276,"Dyrup, 5250 Odense SV",1635000.0,2021,75,3,1,Fri handel
"Floravænget 7, 2. th.","Dalum, 5250 Odense SV",1120000.0,2021,85,3,1,Fri handel
Tingløkkevej 13,"Dalum, 5250 Odense SV",3875000.0,2021,97,3,1,Fri handel
Åbakkevej 53,"Korup, 5210 Odense NV",1900000.0,2021,132,4,2,Fri handel
"Ternevej 113, st.","Snestrup, 5210 Odense NV",1174574.0,2021,76,3,1,Fri handel
Ærenprisvej 18,5000 Odense C,3050000.0,2021,104,4,2,Fri handel
Gransangervej 9,"Snestrup, 5210 Odense NV",5495000.0,2021,260,8,3,Fri handel
Benediktes Allé 16,"Dalum, 5250 Odense SV",4145000.0,2021,72,5,2,Fri handel
Bygmarksvej 33,"Tarup, 5210 Odense NV",2400000.0,2021,167,4,2,Fri handel
Kærnehøjvej 80,"Højby, 5260 Odense S",2250000.0,2021,125,4,2,Fri handel
"Promenadebyen 2, 4. 3.",5000 Odense C,5420000.0,2021,128,2,1,Fri handel
Rosenholmvænget 16,"Søhus, 5270 Odense N",1675000.0,2021,110,4,1,Fri handel
Emilievej 12,5000 Odense C,3600000.0,2021,136,5,2,Fri handel
Lindeskovhaven 11,"Højby, 5260 Odense S",4245000.0,2021,178,6,2,Fri handel
Kildegårdsvej 265,5240 Odense NØ,2195000.0,2021,177,7,2,Fri handel
"Rødegårdsvej 13, 1.",5000 Odense C,3025000.0,2021,107,3,1,Fri handel
Clausens Allé 1A,"Dalum, 5250 Odense SV",4350000.0,2021,141,6,3,Fri handel
Bådvej 9,5240 Odense NØ,2235000.0,2021,207,5,3,Fri handel
Prins Haralds Allé 184,"Sanderum, 5250 Odense SV",3145000.0,2021,122,5,2,Fri handel
H.J. Poulsens Allé 80,"Sanderum, 5250 Odense SV",2210000.0,2021,160,5,2,Fri handel
Åsumvej 321,5240 Odense NØ,1700000.0,2021,112,4,1,Fri handel
Bronzevej 76,"Bellinge, 5250 Odense SV",936380.0,2021,150,5,2,Fri handel
Vægtens Kvarter 376,"Holluf Pile, 5220 Odense SØ",2550000.0,2021,136,5,1,Fri handel
Billesgade 14,5000 Odense C,4395000.0,2021,183,7,2,Fri handel
Flittig Lise Vej 106,"Bellinge, 5250 Odense SV",2395000.0,2021,151,6,1,Fri handel
"Ellekærsvej 12, st.","Dalum, 5250 Odense SV",2700000.0,2021,86,3,1,Fri handel
Hjortetakken 15,"Bellinge, 5250 Odense SV",832595.0,2021,168,5,2,Fri handel
"Ellekærsvej 12, 1.","Dalum, 5250 Odense SV",2700000.0,2021,81,3,1,Fri handel
Thordahls Allé 7,"Dalum, 5250 Odense SV",3195000.0,2021,108,4,1,Fri handel
Guldsmedevænget 149,"Hjallese, 5260 Odense S",1600000.0,2021,89,4,1,Fri handel
Stadionvej 99,"Bolbro, 5200 Odense V",2650000.0,2021,116,5,2,Fri handel
"Nørrevoldgade 28, st.",5000 Odense C,2095000.0,2021,68,2,1,Fri handel
Birkum Kohave Vej 43,"Birkum, 5220 Odense SØ",875000.0,2021,109,3,1,Fri handel
Bavnedamvej 21,"Elmelund, 5200 Odense V",1001000.0,2021,180,4,1,Fri handel
Godhedsmindevej 35,"Hjallese, 5260 Odense S",2795000.0,2021,120,5,2,Fri handel
"Nørrevoldgade 28, 1.",5000 Odense C,2095000.0,2021,58,2,1,Fri handel
Musvågevej 215,"Snestrup, 5210 Odense NV",2156000.0,2021,122,4,2,Fri handel
"Christmas Møllers Vej 1, st. 3.","Bolbro, 5200 Odense V",1400000.0,2021,70,2,1,Fri handel
Herluf Trolles Vej 403,5220 Odense SØ,3250000.0,2021,153,5,2,Fri handel
"Nyvangsvej 10, 1. tv.",5000 Odense C,1376000.0,2021,60,2,1,Fri handel
Herluf Trolles Vej 285,5220 Odense SØ,3595000.0,2021,176,5,2,Fri handel
Nøddevænget 10,5000 Odense C,1995000.0,2021,89,4,1,Fri handel
Niels Juels Allé 24,"Sanderum, 5250 Odense SV",3700000.0,2021,125,4,2,Fri handel
Allerup Bygade 24,"Allerup, 5220 Odense SØ",1200000.0,2021,144,5,1,Fri handel
Brørupvænget 9,"Bolbro, 5200 Odense V",1855000.0,2021,105,4,1,Fri handel
Skippervænget 8,5000 Odense C,11050.0,2021,128,4,2,Fri handel
Rahbeksvej 19,5230 Odense M,5450000.0,2021,170,6,3,Fri handel
Otte Ruds Vej 130,5220 Odense SØ,1475000.0,2021,66,3,1,Fri handel
Mogensensvej 19,5000 Odense C,3805000.0,2021,150,5,1,Fri handel
Gærdet 1,"Næsby, 5270 Odense N",2095000.0,2021,141,6,2,Fri handel
Dybdevej 21,"Bolbro, 5200 Odense V",2975000.0,2021,130,5,2,Fri handel
Højvang 125,"Næsby, 5270 Odense N",1600000.0,2021,94,4,1,Fri handel
"Helenevej 23, 1.",5000 Odense C,2235000.0,2021,90,3,1,Fri handel
Christiansgade 60,5000 Odense C,2320000.0,2021,133,4,2,Fri handel
Skt. Jørgens Engen 15,5000 Odense C,2695000.0,2021,100,4,2,Fri handel
"Schacksgade 24, 2. th.",5000 Odense C,2595000.0,2021,113,3,1,Fri handel
Persillehaven 43,"Bullerup, 5320 Agedrup",910000.0,2021,160,5,2,Fri handel
Vibekevej 22,"Dyrup, 5250 Odense SV",3150000.0,2021,122,4,2,Fri handel
Gammel Højmevej 84,"Højme, 5250 Odense SV",2025000.0,2021,130,4,2,Fri handel
Sleppevangen 25,"Søhus, 5270 Odense N",2395000.0,2021,130,5,2,Fri handel
Rismarksvej 28,"Bolbro, 5200 Odense V",1995000.0,2021,87,4,1,Fri handel
Østparken 56,"Fraugde, 5220 Odense SØ",2195000.0,2021,135,4,2,Fri handel
"Thuresensgade 9A, 2. tv.",5000 Odense C,1225000.0,2021,48,2,1,Fri handel
Langelinie 158,5230 Odense M,7750000.0,2021,170,5,2,Fri handel
Ugletoften 54,"Højby, 5260 Odense S",1795000.0,2021,96,4,1,Fri handel
Toftevænget 8,"Højby, 5260 Odense S",2175000.0,2021,121,4,1,Fri handel
Ildfuglevænget 26,"Hjallese, 5260 Odense S",1895000.0,2021,91,4,1,Fri handel
Kærnehøjvej 148,"Højby, 5260 Odense S",2195000.0,2021,148,4,2,Fri handel
"Hørdumsgade 23A, st. tv.",5000 Odense C,1590000.0,2021,67,2,1,Fri handel
Rosenholmvænget 10,"Søhus, 5270 Odense N",1695000.0,2021,85,4,1,Fri handel
Hestehøjvej 57,"Højby, 5260 Odense S",3832000.0,2021,166,5,2,Fri handel
Kærnehøjvej 40,"Højby, 5260 Odense S",2200000.0,2021,126,4,2,Fri handel
Claus Bergs Gade 4A,5000 Odense C,7700000.0,2021,226,6,1,Fri handel
Carl Lunds Vej 30F,5000 Odense C,2995000.0,2021,110,4,1,Fri handel
Lind Hansens Vej 22,5000 Odense C,4295000.0,2021,181,6,2,Fri handel
Persillehaven 4,"Bullerup, 5320 Agedrup",805000.0,2021,129,4,2,Fri handel
Dragebakken 135,"Sanderum, 5250 Odense SV",2195000.0,2021,120,4,1,Fri handel
Persillehaven 29,"Bullerup, 5320 Agedrup",910000.0,2021,165,6,2,Fri handel
Persillehaven 16,"Bullerup, 5320 Agedrup",900000.0,2021,187,7,2,Fri handel
"Nyborgvej 1B, 2. th.",5000 Odense C,1125000.0,2021,43,2,1,Fri handel
Claus Bergs Gade 4B,5000 Odense C,7700000.0,2021,183,5,2,Fri handel
Anderuplunden 103,"Anderup, 5270 Odense N",1500000.0,2021,64,3,1,Fri handel
"Tesdorpfsvej 3, 1.",5000 Odense C,2805000.0,2021,99,3,1,Fri handel
Fangelvej 12,"Fangel, 5260 Odense S",4257000.0,2021,263,8,2,Fri handel
Columbinevej 8,"Lumby, 5270 Odense N",1000000.0,2021,97,3,1,Fri handel
"Østerled 1, 1. tv.",5000 Odense C,2000000.0,2021,89,3,1,Fri handel
Søparken 44,"Hjallese, 5260 Odense S",3475000.0,2021,186,7,2,Fri handel
"Store Gråbrødrestræde 4, 2.",5000 Odense C,3100000.0,2021,125,6,1,Fri handel
Ingrids Allé 13,"Dalum, 5250 Odense SV",3600000.0,2021,148,5,2,Fri handel
Persillehaven 22,"Bullerup, 5320 Agedrup",1022222.0,2021,203,6,2,Fri handel
"Rugårdsvej 30, 2. tv.",5000 Odense C,2320000.0,2021,90,3,1,Fri handel
Sortebrødre Torv 5,5000 Odense C,5000000.0,2021,71,3,1,Fri handel
Smallemålet 42,"Sanderum, 5250 Odense SV",2645000.0,2021,129,5,1,Fri handel
Langebjergvej 3,"Blommenslyst, 5491 Blommenslyst",3900000.0,2021,219,6,3,Fri handel
"Falen 25, 1. th.",5000 Odense C,3100000.0,2021,100,3,1,Fri handel
"Dronningensgade 117, st.",5000 Odense C,1650000.0,2021,64,3,1,Fri handel
Rosenørnsvej 4,5230 Odense M,4800000.0,2021,138,5,1,Fri handel
Lille Tornbjerg Vej 105,"Tornbjerg, 5220 Odense SØ",2100000.0,2021,95,4,1,Fri handel
Persillehaven 33,"Bullerup, 5320 Agedrup",1050000.0,2021,155,6,2,Fri handel
Østrupvej 1,"Tarup, 5210 Odense NV",3900000.0,2021,172,5,1,Fri handel
Spangsvej 39C,"Paarup, 5210 Odense NV",1100000.0,2021,179,7,2,Fri handel
Herluf Trolles Vej 177,5220 Odense SØ,2075000.0,2021,105,3,1,Fri handel
Sigurd Rings Vej 23,"Bolbro, 5200 Odense V",2500000.0,2021,147,6,2,Fri handel
Langelinie 6A,5230 Odense M,9900000.0,2021,248,6,3,Fri handel
Vinkældervej 20A,5000 Odense C,950000.0,2021,95,4,2,Fri handel
Stendyssen 73,"Bellinge, 5250 Odense SV",955710.0,2021,185,5,2,Fri handel
Stendyssen 73,"Bellinge, 5250 Odense SV",955710.0,2021,185,5,2,Fri handel
Skippervej 16,"Stige, 5270 Odense N",2375000.0,2021,161,6,1,Fri handel
Nørrebjergvej 68,"Over Holluf, 5220 Odense SØ",1500000.0,2021,145,5,1,Fri handel
Dragebakken 175,"Sanderum, 5250 Odense SV",2250000.0,2021,120,5,2,Fri handel
Ridderhatten 302,"Tornbjerg, 5220 Odense SØ",2470000.0,2021,112,5,1,Fri handel
"Østre Stationsvej 39B, 9. mf.",5000 Odense C,3200000.0,2021,107,2,1,Fri handel
Vestbirkvej 8,"Seden, 5240 Odense NØ",1625000.0,2021,173,12,2,Fri handel
Tjørnevej 9,5220 Odense SØ,1998000.0,2021,90,3,2,Fri handel
Søparken 126,"Hjallese, 5260 Odense S",3365000.0,2021,172,5,3,Fri handel
Svenstrupvej 68,"Skt Klemens, 5260 Odense S",1760000.0,2021,94,4,1,Fri handel
"Heliosvænget 40, 1. 3.","Dalum, 5250 Odense SV",525000.0,2021,33,2,1,Fri handel
Egegårdsvej 10,"Hjallese, 5260 Odense S",2026000.0,2021,148,5,3,Fri handel
Davinde Bygade 3,"Davinde, 5220 Odense SØ",2500000.0,2021,289,6,2,Fri handel
J.C. La Cours Vej 13B,5000 Odense C,10500000.0,2021,75,3,1,Fri handel
Rønnehaven 6,"Bullerup, 5320 Agedrup",2300000.0,2021,169,6,2,Fri handel
Leifsvænget 6,"Højstrup, 5210 Odense NV",2950000.0,2021,138,3,2,Fri handel
Stendyssen 16,"Bellinge, 5250 Odense SV",950850.0,2021,183,5,2,Fri handel
Østergårds Allé 35,"Dalum, 5250 Odense SV",2995000.0,2021,91,3,1,Fri handel
Fuglebakken 160,"Snestrup, 5210 Odense NV",1660000.0,2021,79,2,1,Fri handel
Stenløsegyden 39,"Stenløse, 5260 Odense S",2750000.0,2021,192,6,2,Fri handel
Hegnet 9,"Næsby, 5270 Odense N",1750000.0,2021,100,3,1,Fri handel
"Faaborgvej 11, 1.","Dalum, 5250 Odense SV",1480000.0,2021,109,4,1,Fri handel
Døckerslundsvej 89,5000 Odense C,2145000.0,2021,130,5,2,Fri handel
Thurøgade 17,5000 Odense C,4730000.0,2021,180,6,3,Fri handel
Askvej 3,"Dyrup, 5250 Odense SV",2100000.0,2021,110,4,1,Fri handel
Trykstokken 15,"Bellinge, 5250 Odense SV",786000.0,2021,121,2,2,Fri handel
Bjergfyrvangen 47,"Stige, 5270 Odense N",1995000.0,2021,108,4,2,Fri handel
"Døckerslundsvej 2B, 3. th.",5000 Odense C,1700000.0,2021,79,3,1,Fri handel
Kærnehøjvej 13,"Højby, 5260 Odense S",2625000.0,2021,183,7,2,Fri handel
Uglevangen 2,"Snestrup, 5210 Odense NV",1550000.0,2021,127,4,1,Fri handel
"Jens Benzons Gade 17, st. tv.",5000 Odense C,1335000.0,2021,53,2,1,Fri handel
"Damhusvej 63, 1.",5000 Odense C,2750000.0,2021,58,3,1,Fri handel
Davinde Skovvej 64,"Davinde, 5220 Odense SØ",3150000.0,2021,229,9,2,Fri handel
"Damhusvej 63, st.",5000 Odense C,2750000.0,2021,106,5,1,Fri handel
Rasmus Rasks Vej 4,5000 Odense C,4900000.0,2021,148,6,1,Fri handel
Njalsvej 193,"Højstrup, 5210 Odense NV",725000.0,2021,78,4,1,Fri handel
Herluf Trolles Vej 301,5220 Odense SØ,2530000.0,2021,117,4,1,Fri handel
"Guldrankevej 21, 2. 2.",5200 Odense V,2295000.0,2021,82,2,1,Fri handel
"Guldrankevej 21, st. 3.",5200 Odense V,2195000.0,2021,82,2,1,Fri handel
Kristiansdals Allé 82,"Dalum, 5250 Odense SV",2995000.0,2021,87,4,2,Fri handel
Skt. Jørgens Engen 13,5000 Odense C,2795000.0,2021,108,4,2,Fri handel
Colbjørnsensvej 26,5000 Odense C,7400000.0,2021,228,6,2,Fri handel
Bådvej 1,5240 Odense NØ,1350000.0,2021,125,4,2,Fri handel
Aurikelvej 2,5000 Odense C,2395000.0,2021,115,5,2,Fri handel
Lorentsvænget 17,"Næsbyhoved-Broby, 5270 Odense N",5600000.0,2021,230,6,2,Fri handel
Prins Haralds Allé 178,"Sanderum, 5250 Odense SV",1925000.0,2021,88,4,1,Fri handel
Krogsløkkeparken 49,"Seden, 5240 Odense NØ",1600000.0,2021,116,4,1,Fri handel
Abels Allé 1,"Sanderum, 5250 Odense SV",2325000.0,2021,88,4,1,Fri handel
Saxovej 129,"Tarup, 5210 Odense NV",1850000.0,2021,111,4,1,Fri handel
Kildegårdsvej 125,5240 Odense NØ,1950000.0,2021,184,7,2,Fri handel
Skt. Jørgens Engen 21,5000 Odense C,10980000.0,2021,108,4,2,Fri handel
Krogsløkkeparken 25,"Seden, 5240 Odense NØ",2150000.0,2021,197,6,1,Fri handel
Skt. Jørgens Engen 5,5000 Odense C,2695000.0,2021,100,4,2,Fri handel
"Læssøegade 18, 1. tv.",5000 Odense C,2185000.0,2021,89,3,1,Fri handel
Pilebakken 15,"Skt Klemens, 5260 Odense S",4240000.0,2021,188,4,2,Fri handel
"Guldrankevej 1, st. 3.",5200 Odense V,2195000.0,2021,82,2,1,Fri handel
"Læssøegade 35A, 1.",5000 Odense C,2950000.0,2021,110,4,1,Fri handel
Morelvej 6,"Sanderum, 5250 Odense SV",1775000.0,2021,113,4,2,Fri handel
Henriettevej 17,5000 Odense C,4900000.0,2021,191,6,3,Fri handel
Skippervænget 5,5000 Odense C,2625000.0,2021,119,4,1,Fri handel
Sanderumvej 26,"Sanderum, 5250 Odense SV",3305000.0,2021,160,5,2,Fri handel
Rugårdsvej 226F,"Tarup, 5210 Odense NV",2310000.0,2021,140,5,2,Fri handel
"Rugårdsvej 118, 1.",5000 Odense C,1325000.0,2021,60,2,1,Fri handel
Dragebakken 530,"Sanderum, 5250 Odense SV",2025000.0,2021,153,5,2,Fri handel
Lindvedvej 57,"Lindved, 5260 Odense S",1915000.0,2021,158,4,1,Fri handel
Kærnehøjvej 164,"Højby, 5260 Odense S",1875000.0,2021,95,4,1,Fri handel
Krengerupvænget 10,5230 Odense M,2495000.0,2021,89,4,1,Fri handel
Kirstens Allé 1,"Dalum, 5250 Odense SV",3150000.0,2021,219,8,2,Fri handel
Musvågevej 145,"Snestrup, 5210 Odense NV",1940000.0,2021,107,4,1,Fri handel
Skovhaven 68,"Bullerup, 5320 Agedrup",1775000.0,2021,120,4,2,Fri handel
Højbyvej 4,"Højby, 5260 Odense S",8984000.0,2021,330,1,3,Fri handel
Hannerupgårdsvej 49,5230 Odense M,5295000.0,2021,167,6,2,Fri handel
Espestok 70,"Trøstrup, 5210 Odense NV",4100000.0,2021,158,5,2,Fri handel
Duftrankevej 112B,5200 Odense V,2670000.0,2021,102,4,2,Fri handel
"Allégade 71, st. th.",5000 Odense C,1495000.0,2021,56,2,1,Fri handel
Bakketoppen 29,"Bellinge, 5250 Odense SV",1661250.0,2021,124,4,2,Fri handel
Astrupvej 48,5000 Odense C,3700000.0,2021,181,5,2,Fri handel
Ingrids Allé 41,"Dalum, 5250 Odense SV",2785000.0,2021,104,4,1,Fri handel
Åsumvej 445,5240 Odense NØ,1350000.0,2021,92,4,1,Fri handel
"Skibhusvej 177, st. 3.",5000 Odense C,1405000.0,2021,57,2,1,Fri handel
Sorgenfri Allé 39,"Dalum, 5250 Odense SV",4200000.0,2021,125,4,3,Fri handel
Østergårds Allé 3,"Dalum, 5250 Odense SV",6650000.0,2021,263,9,3,Fri handel
"Klosterbakken 8A, 2. th.",5000 Odense C,4735000.0,2021,107,3,1,Fri handel
Rådyrløkken 137,"Slukefter, 5210 Odense NV",1695000.0,2021,120,4,2,Fri handel
"Rugårdsvej 63, 2.",5000 Odense C,1600000.0,2021,60,2,1,Fri handel
Skt. Jørgens Engen 17,5000 Odense C,2695000.0,2021,100,4,2,Fri handel
"Baumgartensvej 35, 2.",5000 Odense C,1250000.0,2021,53,2,1,Fri handel
Skt. Jørgens Engen 11,5000 Odense C,2795000.0,2021,108,4,2,Fri handel
Karl Withs Vej 3,5000 Odense C,4995000.0,2021,166,6,3,Fri handel
"Tesdorpfsvej 4, st.",5000 Odense C,5350000.0,2021,92,3,1,Fri handel
"Tesdorpfsvej 4, 2.",5000 Odense C,5350000.0,2021,79,3,1,Fri handel
"Tesdorpfsvej 4, 1.",5000 Odense C,5350000.0,2021,92,3,1,Fri handel
Faaborgvej 164,"Sanderum, 5250 Odense SV",1625000.0,2021,93,3,1,Fri handel
Over-Holluf-Vej 62,"Over Holluf, 5220 Odense SØ",2675000.0,2021,154,5,3,Fri handel
Hjulets Kvarter 64,"Holluf Pile, 5220 Odense SØ",1255000.0,2021,60,3,1,Fri handel
"Æbleparken 180, st.","Søhus, 5270 Odense N",254897.0,2021,59,2,1,Fri handel
Steinsgade 15E,5000 Odense C,1395000.0,2021,63,3,1,Fri handel
Hyrdinden 10,"Næsby, 5270 Odense N",2312500.0,2021,158,6,1,Fri handel
Snedkerstræde 5,"Aasum, 5240 Odense NØ",2600000.0,2021,164,5,2,Fri handel
Sparretornvej 37,5230 Odense M,2925000.0,2021,175,6,2,Fri handel
Østparken 111,"Fraugde, 5220 Odense SØ",2495000.0,2021,150,5,1,Fri handel
"Gyldenløvesgade 9, 1. tv.",5000 Odense C,1695000.0,2021,71,3,1,Fri handel
"Stolbergsvej 4, st.",5230 Odense M,3025000.0,2021,104,4,1,Fri handel
Ramsherred 7,5000 Odense C,2900000.0,2021,80,2,1,Fri handel
Lerhusene 8,"Vester Kærby, 5330 Munkebo",3000000.0,2021,190,3,1,Fri handel
Thurøgade 62,5000 Odense C,3100000.0,2021,107,4,1,Fri handel
Nøglens Kvarter 125,"Holluf Pile, 5220 Odense SØ",1620000.0,2021,95,4,1,Fri handel
Njalsvej 49,"Højstrup, 5210 Odense NV",1495000.0,2021,78,4,1,Fri handel
Døckerslundsvej 67,5000 Odense C,3350000.0,2021,134,6,2,Fri handel
"Stolbergsvej 4, 1.",5230 Odense M,3025000.0,2021,74,3,1,Fri handel
Skt. Jørgens Engen 41,5000 Odense C,3295000.0,2021,100,4,2,Fri handel
"Louisevænget 14, st. 6.","Næsby, 5270 Odense N",390000.0,2021,29,1,1,Fri handel
"Lotusvej 2, 1. tv.","Sanderum, 5250 Odense SV",1595000.0,2021,91,3,1,Fri handel
Østrupvej 45,"Tarup, 5210 Odense NV",1995000.0,2021,84,3,1,Fri handel
Windelsvej 68,5000 Odense C,4275000.0,2021,137,6,2,Fri handel
Windelsvej 68,5000 Odense C,4275000.0,2021,137,6,2,Fri handel
Guldrankevej 120,5200 Odense V,2995000.0,2021,118,4,2,Fri handel
Jernbane Allé 33,"Dalum, 5250 Odense SV",5400000.0,2021,124,5,2,Fri handel
Astrupvej 16,5000 Odense C,3975000.0,2021,200,6,2,Fri handel
"Æbleparken 14, 3.","Søhus, 5270 Odense N",920000.0,2021,59,2,1,Fri handel
Billesgade 35,5000 Odense C,2400000.0,2021,94,4,1,Fri handel
Vilhelminevej 1,5000 Odense C,3210000.0,2021,140,5,1,Fri handel
Store Klaus 45,"Næsby, 5270 Odense N",1850000.0,2021,116,5,2,Fri handel
Broløkkevej 36,"Sanderum, 5250 Odense SV",2925000.0,2021,183,9,1,Fri handel
Pomosavej 39,"Søhus, 5270 Odense N",2120000.0,2021,123,4,1,Fri handel
"Lotusvej 6, 2. tv.","Sanderum, 5250 Odense SV",1595000.0,2021,94,4,1,Fri handel
Ellekærsvej 33,"Dalum, 5250 Odense SV",2747000.0,2021,107,4,3,Fri handel
Rødtjørnvej 51,"Ejlstrup, 5200 Odense V",3900000.0,2021,180,6,2,Fri handel
